TIME,theta1,theta1Dot,theta1Ddot,theta2,theta2Dot,theta2Ddot,theta3,theta3Dot,theta3Ddot,omega_x,omega_y,omega_z,Omega_x,Omega_y,Omega_z
1110.01427487493,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1120.01440347741,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1130.01453207989,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1140.01466068236,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1150.01478928484,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1160.01491788732,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1170.0150464898,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1180.01517509227,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1190.01530369475,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1200.01543229723,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1210.0155608997,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1220.01568950218,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1230.01581810466,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1240.01594670713,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1250.01607530961,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1260.01620391209,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1270.01633251456,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1280.01646111704,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1290.01658971952,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1300.01671832199,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
1310.01684692447,0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,-0
